split,path,class_name,label
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3796.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3456.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1510.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4115.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4284.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3668.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0872.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2127.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3068.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0686.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1866.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2737.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2706.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0251.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1703.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0196.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0057.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0679.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2353.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4761.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2791.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3209.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2557.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0144.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4813.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0253.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2745.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4589.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1548.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0598.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3747.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_5000.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4343.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2061.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3351.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3464.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2949.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3813.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2215.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1877.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1232.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3652.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3405.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4965.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4019.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0004.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1151.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2765.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3084.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3257.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3103.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2625.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3852.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3125.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1343.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0499.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4657.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1163.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2012.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0400.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1082.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4025.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4874.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2656.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2585.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0395.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4297.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3637.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4134.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4747.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4577.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4215.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0884.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0290.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4047.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2315.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3100.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3478.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0132.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3575.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2377.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4087.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2830.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2072.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3401.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4450.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2394.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4854.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1611.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1002.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1245.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0576.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3288.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2582.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4096.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3141.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4196.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2159.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0332.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1526.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2120.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3130.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1662.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3419.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1372.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3966.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4318.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4838.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3048.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1899.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4347.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2587.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4154.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2646.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3420.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4437.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3550.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3225.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1858.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2898.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3954.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2295.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1640.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2009.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2223.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4963.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1827.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1113.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0151.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0869.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4194.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1836.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1038.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0915.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3183.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4032.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2344.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2727.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2538.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3608.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4775.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1617.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1383.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1890.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1608.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0174.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0656.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3539.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2951.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3383.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3176.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2412.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2276.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4881.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0613.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0761.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1418.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0198.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2263.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3836.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0313.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1933.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1018.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3424.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1051.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3004.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4953.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2505.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3116.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0340.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3560.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2385.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1778.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4126.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3647.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1857.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0469.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1715.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3820.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4363.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2160.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0544.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3712.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1124.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1008.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4559.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3507.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4910.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0397.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0912.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1967.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4227.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0999.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1328.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2622.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3364.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3002.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0730.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3140.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1060.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4443.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4226.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3982.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2433.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0631.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1642.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3420.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1581.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1242.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2445.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2774.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4051.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4937.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1502.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1589.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1425.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1462.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1655.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4173.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0610.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1765.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0045.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2937.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4835.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3939.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3613.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0973.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1263.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1552.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2816.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4890.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4345.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1241.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0866.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3094.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4072.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1046.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3671.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3846.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4778.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0328.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3915.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2204.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1029.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1291.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2066.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2650.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4636.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4008.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3561.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2389.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4807.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2234.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1775.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4715.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4198.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1633.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4939.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0552.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2396.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1472.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1083.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2983.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0715.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3830.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2001.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3361.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0369.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2655.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2105.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2152.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3583.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0693.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2950.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0272.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2819.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3879.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2515.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1457.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3207.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2393.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0770.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3823.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0570.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1271.jpg,Normal,0
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1832.jpg,Tumor,1
train,dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0710.jpg,Tumor,1
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1450.jpg,Normal,0
train,dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1013.jpg,Normal,0
