path,true_label,true_class,predicted_label,predicted_class,tumor_probability,prediction_confidence,error_type
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1625.jpg,0,Normal,0,Normal,1.1769772754632868e-05,0.9999882302272454,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4613.jpg,0,Normal,0,Normal,8.237350266426802e-05,0.9999176264973357,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1790.jpg,1,Tumor,1,Tumor,0.9999563694000244,0.9999563694000244,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3106.jpg,0,Normal,0,Normal,9.986515942728147e-05,0.9999001348405727,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3399.jpg,0,Normal,0,Normal,0.002200227929279208,0.9977997720707208,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0080.jpg,1,Tumor,1,Tumor,0.9989972710609436,0.9989972710609436,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3310.jpg,1,Tumor,1,Tumor,0.9987517595291138,0.9987517595291138,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3901.jpg,0,Normal,0,Normal,0.17182201147079468,0.8281779885292053,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3228.jpg,0,Normal,0,Normal,0.0017375338356941938,0.9982624661643058,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1451.jpg,1,Tumor,1,Tumor,0.9987969398498535,0.9987969398498535,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3989.jpg,1,Tumor,1,Tumor,0.9999963045120239,0.9999963045120239,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4233.jpg,1,Tumor,1,Tumor,0.999862551689148,0.999862551689148,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1648.jpg,0,Normal,0,Normal,0.00045000831596553326,0.9995499916840345,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2354.jpg,1,Tumor,1,Tumor,0.999024510383606,0.999024510383606,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1171.jpg,0,Normal,0,Normal,0.00013229050091467798,0.9998677094990853,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0411.jpg,0,Normal,0,Normal,0.00040187069680541754,0.9995981293031946,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3476.jpg,1,Tumor,1,Tumor,0.993966817855835,0.993966817855835,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4535.jpg,1,Tumor,1,Tumor,0.9934836030006409,0.9934836030006409,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0010.jpg,1,Tumor,1,Tumor,0.9907724857330322,0.9907724857330322,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1729.jpg,0,Normal,0,Normal,0.0011412681778892875,0.9988587318221107,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2078.jpg,1,Tumor,1,Tumor,0.999894380569458,0.999894380569458,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2012.jpg,0,Normal,0,Normal,0.004381146747618914,0.9956188532523811,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4850.jpg,0,Normal,0,Normal,0.00023920333478599787,0.999760796665214,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3597.jpg,1,Tumor,1,Tumor,0.9999781847000122,0.9999781847000122,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3532.jpg,0,Normal,0,Normal,0.0009924916084855795,0.9990075083915144,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1454.jpg,1,Tumor,1,Tumor,0.9946410655975342,0.9946410655975342,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3790.jpg,0,Normal,0,Normal,0.0001311684463871643,0.9998688315536128,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0521.jpg,0,Normal,0,Normal,9.871706424746662e-05,0.9999012829357525,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0773.jpg,0,Normal,0,Normal,0.016717946156859398,0.9832820538431406,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3826.jpg,0,Normal,0,Normal,0.00010039604239864275,0.9998996039576014,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4568.jpg,1,Tumor,1,Tumor,0.9992619156837463,0.9992619156837463,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1865.jpg,0,Normal,0,Normal,0.0005491508636623621,0.9994508491363376,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0027.jpg,0,Normal,0,Normal,0.00048286328092217445,0.9995171367190778,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0328.jpg,1,Tumor,1,Tumor,0.9995715022087097,0.9995715022087097,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4711.jpg,1,Tumor,1,Tumor,0.9792839288711548,0.9792839288711548,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3373.jpg,0,Normal,0,Normal,0.0014664632035419345,0.9985335367964581,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2898.jpg,0,Normal,0,Normal,0.00010229927283944562,0.9998977007271606,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0061.jpg,1,Tumor,1,Tumor,0.9985653758049011,0.9985653758049011,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2232.jpg,1,Tumor,1,Tumor,0.9565268158912659,0.9565268158912659,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2167.jpg,1,Tumor,1,Tumor,0.9968799352645874,0.9968799352645874,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3873.jpg,0,Normal,0,Normal,0.120416559278965,0.879583440721035,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3718.jpg,0,Normal,0,Normal,0.023651232942938805,0.9763487670570612,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0632.jpg,1,Tumor,1,Tumor,0.9996373653411865,0.9996373653411865,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2719.jpg,1,Tumor,1,Tumor,0.9991180300712585,0.9991180300712585,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1463.jpg,0,Normal,0,Normal,0.030303001403808594,0.9696969985961914,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0564.jpg,1,Tumor,1,Tumor,0.9996036887168884,0.9996036887168884,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1231.jpg,1,Tumor,1,Tumor,0.9984192848205566,0.9984192848205566,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2821.jpg,1,Tumor,1,Tumor,0.9999856948852539,0.9999856948852539,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1800.jpg,0,Normal,0,Normal,0.001443988992832601,0.9985560110071674,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0623.jpg,0,Normal,0,Normal,2.7319329092279077e-05,0.9999726806709077,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4671.jpg,1,Tumor,1,Tumor,0.9989099502563477,0.9989099502563477,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4800.jpg,0,Normal,0,Normal,0.0012590105179697275,0.9987409894820303,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3297.jpg,0,Normal,0,Normal,0.0006752589251846075,0.9993247410748154,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4760.jpg,1,Tumor,1,Tumor,0.9999796152114868,0.9999796152114868,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1556.jpg,0,Normal,0,Normal,1.566222454130184e-05,0.9999843377754587,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2780.jpg,0,Normal,0,Normal,0.00017487035074736923,0.9998251296492526,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3308.jpg,0,Normal,0,Normal,0.0006507142097689211,0.9993492857902311,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2569.jpg,1,Tumor,1,Tumor,0.9999926090240479,0.9999926090240479,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3457.jpg,0,Normal,0,Normal,0.06987084448337555,0.9301291555166245,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3256.jpg,1,Tumor,1,Tumor,0.9954050779342651,0.9954050779342651,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3946.jpg,1,Tumor,1,Tumor,0.9994565844535828,0.9994565844535828,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0343.jpg,1,Tumor,1,Tumor,0.9999916553497314,0.9999916553497314,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2084.jpg,1,Tumor,1,Tumor,0.9985513091087341,0.9985513091087341,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2883.jpg,0,Normal,0,Normal,0.00029539610841311514,0.9997046038915869,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2585.jpg,0,Normal,0,Normal,4.2703384679043666e-05,0.999957296615321,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4185.jpg,1,Tumor,1,Tumor,0.9873403906822205,0.9873403906822205,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1269.jpg,0,Normal,0,Normal,0.02975049801170826,0.9702495019882917,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2166.jpg,1,Tumor,1,Tumor,0.9977543950080872,0.9977543950080872,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3105.jpg,0,Normal,0,Normal,9.529679664410651e-05,0.9999047032033559,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2394.jpg,0,Normal,0,Normal,0.0011349921114742756,0.9988650078885257,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0762.jpg,1,Tumor,1,Tumor,0.9992260932922363,0.9992260932922363,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3335.jpg,0,Normal,0,Normal,0.00010419495083624497,0.9998958050491638,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1736.jpg,0,Normal,0,Normal,0.00027636229060590267,0.9997236377093941,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0267.jpg,1,Tumor,1,Tumor,0.9979261159896851,0.9979261159896851,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1147.jpg,1,Tumor,1,Tumor,0.9995447993278503,0.9995447993278503,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3994.jpg,1,Tumor,1,Tumor,0.9987936019897461,0.9987936019897461,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0657.jpg,0,Normal,0,Normal,0.005705320276319981,0.99429467972368,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0445.jpg,1,Tumor,1,Tumor,0.9985380172729492,0.9985380172729492,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0983.jpg,1,Tumor,1,Tumor,0.9969568252563477,0.9969568252563477,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3692.jpg,1,Tumor,1,Tumor,0.9983565211296082,0.9983565211296082,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0376.jpg,0,Normal,0,Normal,0.0002822460373863578,0.9997177539626136,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2137.jpg,0,Normal,0,Normal,0.12310256063938141,0.8768974393606186,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1311.jpg,0,Normal,0,Normal,5.352908829081571e-06,0.9999946470911709,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1751.jpg,0,Normal,0,Normal,0.0005402671522460878,0.9994597328477539,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1870.jpg,1,Tumor,1,Tumor,0.9999699592590332,0.9999699592590332,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1391.jpg,0,Normal,0,Normal,0.0019167499849572778,0.9980832500150427,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2151.jpg,1,Tumor,1,Tumor,0.9978001713752747,0.9978001713752747,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1349.jpg,0,Normal,0,Normal,3.7245358726067934e-06,0.9999962754641274,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0469.jpg,0,Normal,0,Normal,0.00496106781065464,0.9950389321893454,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4364.jpg,0,Normal,0,Normal,3.0923227313905954e-05,0.9999690767726861,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0040.jpg,1,Tumor,1,Tumor,0.9997989535331726,0.9997989535331726,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3397.jpg,1,Tumor,1,Tumor,0.9981167316436768,0.9981167316436768,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4400.jpg,1,Tumor,1,Tumor,0.9997110962867737,0.9997110962867737,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0899.jpg,0,Normal,0,Normal,0.0021137974690645933,0.9978862025309354,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2325.jpg,0,Normal,0,Normal,0.000547794857993722,0.9994522051420063,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1969.jpg,1,Tumor,1,Tumor,0.9999946355819702,0.9999946355819702,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4188.jpg,0,Normal,0,Normal,2.4355364075745456e-05,0.9999756446359243,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1066.jpg,1,Tumor,1,Tumor,0.9988686442375183,0.9988686442375183,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1293.jpg,0,Normal,0,Normal,2.0815582502109464e-06,0.9999979184417498,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0717.jpg,1,Tumor,1,Tumor,0.9989306330680847,0.9989306330680847,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1398.jpg,1,Tumor,1,Tumor,0.9999920129776001,0.9999920129776001,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4772.jpg,0,Normal,0,Normal,0.00048144589527510107,0.9995185541047249,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4781.jpg,0,Normal,0,Normal,0.0006210965220816433,0.9993789034779184,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2167.jpg,0,Normal,0,Normal,0.07034330815076828,0.9296566918492317,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1610.jpg,1,Tumor,1,Tumor,0.9999552965164185,0.9999552965164185,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1075.jpg,1,Tumor,1,Tumor,0.9970324039459229,0.9970324039459229,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1068.jpg,1,Tumor,1,Tumor,0.9998980760574341,0.9998980760574341,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1296.jpg,0,Normal,0,Normal,2.050514467555331e-06,0.9999979494855324,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3693.jpg,0,Normal,1,Tumor,0.8359753489494324,0.8359753489494324,false_positive
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1816.jpg,0,Normal,0,Normal,0.0003795149677898735,0.9996204850322101,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2574.jpg,0,Normal,0,Normal,0.00012393653742037714,0.9998760634625796,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1218.jpg,1,Tumor,1,Tumor,0.999994158744812,0.999994158744812,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1489.jpg,0,Normal,0,Normal,0.003122437046840787,0.9968775629531592,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4595.jpg,0,Normal,0,Normal,0.05716564506292343,0.9428343549370766,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0525.jpg,1,Tumor,1,Tumor,0.9949030876159668,0.9949030876159668,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2939.jpg,1,Tumor,1,Tumor,0.9999799728393555,0.9999799728393555,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1793.jpg,1,Tumor,1,Tumor,0.9864912033081055,0.9864912033081055,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0238.jpg,0,Normal,1,Tumor,0.8624692559242249,0.8624692559242249,false_positive
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2512.jpg,0,Normal,0,Normal,0.011093963868916035,0.988906036131084,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2186.jpg,0,Normal,0,Normal,0.021886242553591728,0.9781137574464083,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3090.jpg,1,Tumor,1,Tumor,0.999237060546875,0.999237060546875,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1021.jpg,0,Normal,0,Normal,0.0006992771523073316,0.9993007228476927,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0201.jpg,0,Normal,0,Normal,0.0017185540637001395,0.9982814459362999,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0160.jpg,0,Normal,0,Normal,0.020408019423484802,0.9795919805765152,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1775.jpg,1,Tumor,1,Tumor,0.9999891519546509,0.9999891519546509,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4946.jpg,0,Normal,0,Normal,0.00027285300893709064,0.9997271469910629,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2071.jpg,1,Tumor,1,Tumor,0.9995924830436707,0.9995924830436707,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1974.jpg,0,Normal,0,Normal,0.003767324611544609,0.9962326753884554,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4648.jpg,0,Normal,0,Normal,0.12307807058095932,0.8769219294190407,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2317.jpg,1,Tumor,1,Tumor,0.9999181032180786,0.9999181032180786,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1249.jpg,0,Normal,0,Normal,3.538332975949743e-06,0.999996461667024,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4553.jpg,1,Tumor,1,Tumor,0.9999477863311768,0.9999477863311768,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3914.jpg,0,Normal,0,Normal,0.09963752329349518,0.9003624767065048,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0536.jpg,0,Normal,0,Normal,0.0001582162658451125,0.9998417837341549,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2056.jpg,1,Tumor,1,Tumor,0.9930867552757263,0.9930867552757263,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2251.jpg,1,Tumor,1,Tumor,0.9995102882385254,0.9995102882385254,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0327.jpg,0,Normal,0,Normal,0.0006096084252931178,0.9993903915747069,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4389.jpg,1,Tumor,1,Tumor,0.9999995231628418,0.9999995231628418,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1281.jpg,1,Tumor,1,Tumor,0.999077558517456,0.999077558517456,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3242.jpg,0,Normal,0,Normal,0.0029725302010774612,0.9970274697989225,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2323.jpg,1,Tumor,1,Tumor,0.9999922513961792,0.9999922513961792,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1549.jpg,1,Tumor,1,Tumor,0.9997844099998474,0.9997844099998474,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4692.jpg,1,Tumor,1,Tumor,0.9813184142112732,0.9813184142112732,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4413.jpg,1,Tumor,1,Tumor,0.9993847608566284,0.9993847608566284,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3522.jpg,0,Normal,0,Normal,0.0026714152190834284,0.9973285847809166,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3336.jpg,1,Tumor,1,Tumor,0.9999995231628418,0.9999995231628418,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4470.jpg,0,Normal,0,Normal,0.0002843902038875967,0.9997156097961124,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4335.jpg,0,Normal,0,Normal,5.916683585382998e-05,0.9999408331641462,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1786.jpg,0,Normal,0,Normal,0.0011458095395937562,0.9988541904604062,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1717.jpg,0,Normal,0,Normal,0.002531644655391574,0.9974683553446084,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3486.jpg,0,Normal,0,Normal,0.004496355541050434,0.9955036444589496,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4954.jpg,1,Tumor,1,Tumor,0.9807568788528442,0.9807568788528442,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0585.jpg,0,Normal,0,Normal,0.00011877890210598707,0.999881221097894,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1735.jpg,1,Tumor,1,Tumor,0.999996542930603,0.999996542930603,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2860.jpg,0,Normal,0,Normal,0.00022492813877761364,0.9997750718612224,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2827.jpg,1,Tumor,1,Tumor,0.9753888845443726,0.9753888845443726,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3459.jpg,0,Normal,0,Normal,0.041987307369709015,0.958012692630291,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4190.jpg,0,Normal,0,Normal,0.00011651788372546434,0.9998834821162745,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4199.jpg,1,Tumor,1,Tumor,0.9994902610778809,0.9994902610778809,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3348.jpg,1,Tumor,1,Tumor,0.9999985694885254,0.9999985694885254,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_0638.jpg,1,Tumor,1,Tumor,0.9999309778213501,0.9999309778213501,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1025.jpg,1,Tumor,1,Tumor,0.9995304346084595,0.9995304346084595,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2513.jpg,1,Tumor,1,Tumor,0.9963101744651794,0.9963101744651794,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4536.jpg,0,Normal,0,Normal,2.381047852395568e-05,0.999976189521476,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4365.jpg,0,Normal,0,Normal,3.869293141178787e-05,0.9999613070685882,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3470.jpg,0,Normal,0,Normal,0.014550921507179737,0.9854490784928203,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_3987.jpg,1,Tumor,1,Tumor,0.9999616146087646,0.9999616146087646,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4497.jpg,1,Tumor,1,Tumor,0.9999877214431763,0.9999877214431763,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4510.jpg,0,Normal,0,Normal,2.5635166821302846e-05,0.9999743648331787,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1507.jpg,1,Tumor,1,Tumor,0.9918319582939148,0.9918319582939148,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_3715.jpg,0,Normal,0,Normal,0.1338716298341751,0.8661283701658249,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2584.jpg,1,Tumor,1,Tumor,0.9986587762832642,0.9986587762832642,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0939.jpg,0,Normal,0,Normal,0.000692223955411464,0.9993077760445885,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1084.jpg,1,Tumor,1,Tumor,0.9999375343322754,0.9999375343322754,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1629.jpg,0,Normal,0,Normal,1.5042469385662116e-05,0.9999849575306143,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_4460.jpg,1,Tumor,1,Tumor,0.9996768236160278,0.9996768236160278,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2722.jpg,0,Normal,0,Normal,0.07113408297300339,0.9288659170269966,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2445.jpg,0,Normal,0,Normal,0.0039625149220228195,0.9960374850779772,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_4410.jpg,0,Normal,0,Normal,1.586214239068795e-05,0.9999841378576093,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2129.jpg,1,Tumor,1,Tumor,0.9980316758155823,0.9980316758155823,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_1187.jpg,1,Tumor,1,Tumor,0.9999860525131226,0.9999860525131226,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2993.jpg,1,Tumor,1,Tumor,0.999984860420227,0.999984860420227,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_1695.jpg,0,Normal,0,Normal,0.003475771751254797,0.9965242282487452,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_2932.jpg,0,Normal,0,Normal,6.578686588909477e-05,0.9999342131341109,correct
dataset\Hyperspectral_normal_images\Hyperspectral_kidney_normal_0889.jpg,0,Normal,0,Normal,0.0061680530197918415,0.9938319469802082,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2996.jpg,1,Tumor,1,Tumor,0.9999990463256836,0.9999990463256836,correct
dataset\Hyperspectral_tumor_images\Hyperspectral_kidney_tumor_2135.jpg,1,Tumor,1,Tumor,0.9975965619087219,0.9975965619087219,correct
